State,County,City,Date,Total_Cases
New Jersey,Burlington,BASS RIVER TWP,4/24/2020,0
New Jersey,Burlington,BEVERLY CITY,4/24/2020,9
New Jersey,Burlington,BORDENTOWN CITY,4/24/2020,16
New Jersey,Burlington,BORDENTOWN TWP,4/24/2020,36
New Jersey,Burlington,BURLINGTON CITY,4/24/2020,38
New Jersey,Burlington,BURLINGTON TWP,4/24/2020,175
New Jersey,Burlington,CHESTERFIELD TWP,4/24/2020,17
New Jersey,Burlington,CINNAMINSON TWP,4/24/2020,34
New Jersey,Burlington,DELANCO TWP,4/24/2020,17
New Jersey,Burlington,DELRAN TWP,4/24/2020,46
New Jersey,Burlington,EASTAMPTON TWP,4/24/2020,30
New Jersey,Burlington,EDGEWATER PARK TWP,4/24/2020,41
New Jersey,Burlington,EVESHAM TWP,4/24/2020,141
New Jersey,Burlington,FIELDSBORO BORO,4/24/2020,1
New Jersey,Burlington,FLORENCE TWP,4/24/2020,33
New Jersey,Burlington,HAINESPORT TWP,4/24/2020,16
New Jersey,Burlington,LUMBERTON TWP,4/24/2020,62
New Jersey,Burlington,MANSFIELD TWP,4/24/2020,33
New Jersey,Burlington,MAPLE SHADE TWP,4/24/2020,53
New Jersey,Burlington,MEDFORD LAKES BORO,4/24/2020,6
New Jersey,Burlington,MEDFORD TWP,4/24/2020,49
New Jersey,Burlington,MOORESTOWN TWP,4/24/2020,72
New Jersey,Burlington,MOUNT HOLLY TWP,4/24/2020,32
New Jersey,Burlington,MOUNT LAUREL TWP,4/24/2020,105
New Jersey,Burlington,NEW HANOVER TWP,4/24/2020,6
New Jersey,Burlington,NORTH HANOVER TWP,4/24/2020,11
New Jersey,Burlington,PALMYRA BORO,4/24/2020,12
New Jersey,Burlington,PEMBERTON BORO,4/24/2020,2
New Jersey,Burlington,PEMBERTON TWP,4/24/2020,124
New Jersey,Burlington,RIVERSIDE TWP,4/24/2020,21
New Jersey,Burlington,RIVERTON BORO,4/24/2020,6
New Jersey,Burlington,SHAMONG TWP,4/24/2020,7
New Jersey,Burlington,SOUTHAMPTON TWP,4/24/2020,28
New Jersey,Burlington,TABERNACLE TWP,4/24/2020,13
New Jersey,Burlington,WASHINGTON TWP,4/24/2020,0
New Jersey,Burlington,WESTAMPTON TWP,4/24/2020,49
New Jersey,Burlington,WILLINGBORO TWP,4/24/2020,285
New Jersey,Burlington,WOODLAND TWP,4/24/2020,26
New Jersey,Burlington,WRIGHTSTOWN BORO,4/24/2020,3
New Jersey,Burlington,BASS RIVER TWP,4/25/2020,0
New Jersey,Burlington,BEVERLY CITY,4/25/2020,9
New Jersey,Burlington,BORDENTOWN CITY,4/25/2020,16
New Jersey,Burlington,BORDENTOWN TWP,4/25/2020,47
New Jersey,Burlington,BURLINGTON CITY,4/25/2020,41
New Jersey,Burlington,BURLINGTON TWP,4/25/2020,179
New Jersey,Burlington,CHESTERFIELD TWP,4/25/2020,18
New Jersey,Burlington,CINNAMINSON TWP,4/25/2020,38
New Jersey,Burlington,DELANCO TWP,4/25/2020,18
New Jersey,Burlington,DELRAN TWP,4/25/2020,46
New Jersey,Burlington,EASTAMPTON TWP,4/25/2020,32
New Jersey,Burlington,EDGEWATER PARK TWP,4/25/2020,45
New Jersey,Burlington,EVESHAM TWP,4/25/2020,152
New Jersey,Burlington,FIELDSBORO BORO,4/25/2020,1
New Jersey,Burlington,FLORENCE TWP,4/25/2020,34
New Jersey,Burlington,HAINESPORT TWP,4/25/2020,17
New Jersey,Burlington,LUMBERTON TWP,4/25/2020,28
New Jersey,Burlington,MANSFIELD TWP,4/25/2020,33
New Jersey,Burlington,MAPLE SHADE TWP,4/25/2020,59
New Jersey,Burlington,MEDFORD LAKES BORO,4/25/2020,7
New Jersey,Burlington,MEDFORD TWP,4/25/2020,50
New Jersey,Burlington,MOORESTOWN TWP,4/25/2020,84
New Jersey,Burlington,MOUNT HOLLY TWP,4/25/2020,34
New Jersey,Burlington,MOUNT LAUREL TWP,4/25/2020,112
New Jersey,Burlington,NEW HANOVER TWP,4/25/2020,6
New Jersey,Burlington,NORTH HANOVER TWP,4/25/2020,13
New Jersey,Burlington,PALMYRA BORO,4/25/2020,13
New Jersey,Burlington,PEMBERTON BORO,4/25/2020,2
New Jersey,Burlington,PEMBERTON TWP,4/25/2020,126
New Jersey,Burlington,RIVERSIDE TWP,4/25/2020,20
New Jersey,Burlington,RIVERTON BORO,4/25/2020,6
New Jersey,Burlington,SHAMONG TWP,4/25/2020,7
New Jersey,Burlington,SOUTHAMPTON TWP,4/25/2020,28
New Jersey,Burlington,TABERNACLE TWP,4/25/2020,16
New Jersey,Burlington,WASHINGTON TWP,4/25/2020,0
New Jersey,Burlington,WESTAMPTON TWP,4/25/2020,53
New Jersey,Burlington,WILLINGBORO TWP,4/25/2020,311
New Jersey,Burlington,WOODLAND TWP,4/25/2020,26
New Jersey,Burlington,WRIGHTSTOWN BORO,4/25/2020,3
New Jersey,Burlington,BASS RIVER TWP,4/26/2020,0
New Jersey,Burlington,BEVERLY CITY,4/26/2020,10
New Jersey,Burlington,BORDENTOWN CITY,4/26/2020,16
New Jersey,Burlington,BORDENTOWN TWP,4/26/2020,45
New Jersey,Burlington,BURLINGTON CITY,4/26/2020,47
New Jersey,Burlington,BURLINGTON TWP,4/26/2020,224
New Jersey,Burlington,CHESTERFIELD TWP,4/26/2020,19
New Jersey,Burlington,CINNAMINSON TWP,4/26/2020,41
New Jersey,Burlington,DELANCO TWP,4/26/2020,22
New Jersey,Burlington,DELRAN TWP,4/26/2020,56
New Jersey,Burlington,EASTAMPTON TWP,4/26/2020,33
New Jersey,Burlington,EDGEWATER PARK TWP,4/26/2020,49
New Jersey,Burlington,EVESHAM TWP,4/26/2020,161
New Jersey,Burlington,FIELDSBORO BORO,4/26/2020,2
New Jersey,Burlington,FLORENCE TWP,4/26/2020,46
New Jersey,Burlington,HAINESPORT TWP,4/26/2020,21
New Jersey,Burlington,LUMBERTON TWP,4/26/2020,63
New Jersey,Burlington,MANSFIELD TWP,4/26/2020,34
New Jersey,Burlington,MAPLE SHADE TWP,4/26/2020,79
New Jersey,Burlington,MEDFORD LAKES BORO,4/26/2020,7
New Jersey,Burlington,MEDFORD TWP,4/26/2020,50
New Jersey,Burlington,MOORESTOWN TWP,4/26/2020,93
New Jersey,Burlington,MOUNT HOLLY TWP,4/26/2020,36
New Jersey,Burlington,MOUNT LAUREL TWP,4/26/2020,113
New Jersey,Burlington,NEW HANOVER TWP,4/26/2020,15
New Jersey,Burlington,NORTH HANOVER TWP,4/26/2020,14
New Jersey,Burlington,PALMYRA BORO,4/26/2020,14
New Jersey,Burlington,PEMBERTON BORO,4/26/2020,2
New Jersey,Burlington,PEMBERTON TWP,4/26/2020,133
New Jersey,Burlington,RIVERSIDE TWP,4/26/2020,24
New Jersey,Burlington,RIVERTON BORO,4/26/2020,5
New Jersey,Burlington,SHAMONG TWP,4/26/2020,8
New Jersey,Burlington,SOUTHAMPTON TWP,4/26/2020,32
New Jersey,Burlington,SPRINGFIELD TWP,4/26/2020,9
New Jersey,Burlington,TABERNACLE TWP,4/26/2020,14
New Jersey,Burlington,WASHINGTON TWP,4/26/2020,0
New Jersey,Burlington,WESTAMPTON TWP,4/26/2020,54
New Jersey,Burlington,WILLINGBORO TWP,4/26/2020,348
New Jersey,Burlington,WOODLAND TWP,4/26/2020,76
New Jersey,Burlington,WRIGHTSTOWN BORO,4/26/2020,4
New Jersey,Burlington,BASS RIVER TWP,4/27/2020,0
New Jersey,Burlington,BEVERLY CITY,4/27/2020,10
New Jersey,Burlington,BORDENTOWN CITY,4/27/2020,16
New Jersey,Burlington,BORDENTOWN TWP,4/27/2020,50
New Jersey,Burlington,BURLINGTON CITY,4/27/2020,48
New Jersey,Burlington,BURLINGTON TWP,4/27/2020,234
New Jersey,Burlington,CHESTERFIELD TWP,4/27/2020,20
New Jersey,Burlington,CINNAMINSON TWP,4/27/2020,41
New Jersey,Burlington,DELANCO TWP,4/27/2020,22
New Jersey,Burlington,DELRAN TWP,4/27/2020,58
New Jersey,Burlington,EASTAMPTON TWP,4/27/2020,33
New Jersey,Burlington,EDGEWATER PARK TWP,4/27/2020,55
New Jersey,Burlington,EVESHAM TWP,4/27/2020,161
New Jersey,Burlington,FIELDSBORO BORO,4/27/2020,2
New Jersey,Burlington,FLORENCE TWP,4/27/2020,49
New Jersey,Burlington,HAINESPORT TWP,4/27/2020,22
New Jersey,Burlington,LUMBERTON TWP,4/27/2020,66
New Jersey,Burlington,MANSFIELD TWP,4/27/2020,36
New Jersey,Burlington,MAPLE SHADE TWP,4/27/2020,80
New Jersey,Burlington,MEDFORD LAKES BORO,4/27/2020,7
New Jersey,Burlington,MEDFORD TWP,4/27/2020,52
New Jersey,Burlington,MOORESTOWN TWP,4/27/2020,93
New Jersey,Burlington,MOUNT HOLLY TWP,4/27/2020,38
New Jersey,Burlington,MOUNT LAUREL TWP,4/27/2020,113
New Jersey,Burlington,NEW HANOVER TWP,4/27/2020,15
New Jersey,Burlington,NORTH HANOVER TWP,4/27/2020,14
New Jersey,Burlington,PALMYRA BORO,4/27/2020,15
New Jersey,Burlington,PEMBERTON BORO,4/27/2020,2
New Jersey,Burlington,PEMBERTON TWP,4/27/2020,138
New Jersey,Burlington,RIVERSIDE TWP,4/27/2020,27
New Jersey,Burlington,RIVERTON BORO,4/27/2020,5
New Jersey,Burlington,SHAMONG TWP,4/27/2020,9
New Jersey,Burlington,SOUTHAMPTON TWP,4/27/2020,33
New Jersey,Burlington,SPRINGFIELD TWP,4/27/2020,9
New Jersey,Burlington,TABERNACLE TWP,4/27/2020,14
New Jersey,Burlington,WASHINGTON TWP,4/27/2020,0
New Jersey,Burlington,WESTAMPTON TWP,4/27/2020,54
New Jersey,Burlington,WILLINGBORO TWP,4/27/2020,362
New Jersey,Burlington,WOODLAND TWP,4/27/2020,76
New Jersey,Burlington,WRIGHTSTOWN BORO,4/27/2020,4
New Jersey,Burlington,BASS RIVER TWP,4/28/2020,0
New Jersey,Burlington,BEVERLY CITY,4/28/2020,11
New Jersey,Burlington,BORDENTOWN CITY,4/28/2020,16
New Jersey,Burlington,BORDENTOWN TWP,4/28/2020,52
New Jersey,Burlington,BURLINGTON CITY,4/28/2020,53
New Jersey,Burlington,BURLINGTON TWP,4/28/2020,255
New Jersey,Burlington,CHESTERFIELD TWP,4/28/2020,22
New Jersey,Burlington,CINNAMINSON TWP,4/28/2020,46
New Jersey,Burlington,DELANCO TWP,4/28/2020,24
New Jersey,Burlington,DELRAN TWP,4/28/2020,64
New Jersey,Burlington,EASTAMPTON TWP,4/28/2020,36
New Jersey,Burlington,EDGEWATER PARK TWP,4/28/2020,61
New Jersey,Burlington,EVESHAM TWP,4/28/2020,171
New Jersey,Burlington,FIELDSBORO BORO,4/28/2020,3
New Jersey,Burlington,FLORENCE TWP,4/28/2020,55
New Jersey,Burlington,HAINESPORT TWP,4/28/2020,23
New Jersey,Burlington,LUMBERTON TWP,4/28/2020,71
New Jersey,Burlington,MANSFIELD TWP,4/28/2020,38
New Jersey,Burlington,MAPLE SHADE TWP,4/28/2020,92
New Jersey,Burlington,MEDFORD LAKES BORO,4/28/2020,7
New Jersey,Burlington,MEDFORD TWP,4/28/2020,56
New Jersey,Burlington,MOORESTOWN TWP,4/28/2020,120
New Jersey,Burlington,MOUNT HOLLY TWP,4/28/2020,43
New Jersey,Burlington,MOUNT LAUREL TWP,4/28/2020,128
New Jersey,Burlington,NEW HANOVER TWP,4/28/2020,15
New Jersey,Burlington,NORTH HANOVER TWP,4/28/2020,14
New Jersey,Burlington,PALMYRA BORO,4/28/2020,18
New Jersey,Burlington,PEMBERTON BORO,4/28/2020,2
New Jersey,Burlington,PEMBERTON TWP,4/28/2020,155
New Jersey,Burlington,RIVERSIDE TWP,4/28/2020,31
New Jersey,Burlington,RIVERTON BORO,4/28/2020,5
New Jersey,Burlington,SHAMONG TWP,4/28/2020,9
New Jersey,Burlington,SOUTHAMPTON TWP,4/28/2020,37
New Jersey,Burlington,SPRINGFIELD TWP,4/28/2020,10
New Jersey,Burlington,TABERNACLE TWP,4/28/2020,14
New Jersey,Burlington,WASHINGTON TWP,4/28/2020,0
New Jersey,Burlington,WESTAMPTON TWP,4/28/2020,57
New Jersey,Burlington,WILLINGBORO TWP,4/28/2020,388
New Jersey,Burlington,WOODLAND TWP,4/28/2020,101
New Jersey,Burlington,WRIGHTSTOWN BORO,4/28/2020,6
New Jersey,Burlington,BASS RIVER TWP,4/29/2020,0
New Jersey,Burlington,BEVERLY CITY,4/29/2020,11
New Jersey,Burlington,BORDENTOWN CITY,4/29/2020,16
New Jersey,Burlington,BORDENTOWN TWP,4/29/2020,55
New Jersey,Burlington,BURLINGTON CITY,4/29/2020,57
New Jersey,Burlington,BURLINGTON TWP,4/29/2020,265
New Jersey,Burlington,CHESTERFIELD TWP,4/29/2020,22
New Jersey,Burlington,CINNAMINSON TWP,4/29/2020,51
New Jersey,Burlington,DELANCO TWP,4/29/2020,24
New Jersey,Burlington,DELRAN TWP,4/29/2020,64
New Jersey,Burlington,EASTAMPTON TWP,4/29/2020,36
New Jersey,Burlington,EDGEWATER PARK TWP,4/29/2020,62
New Jersey,Burlington,EVESHAM TWP,4/29/2020,175
New Jersey,Burlington,FIELDSBORO BORO,4/29/2020,3
New Jersey,Burlington,FLORENCE TWP,4/29/2020,58
New Jersey,Burlington,HAINESPORT TWP,4/29/2020,23
New Jersey,Burlington,LUMBERTON TWP,4/29/2020,76
New Jersey,Burlington,MANSFIELD TWP,4/29/2020,40
New Jersey,Burlington,MAPLE SHADE TWP,4/29/2020,97
New Jersey,Burlington,MEDFORD LAKES BORO,4/29/2020,7
New Jersey,Burlington,MEDFORD TWP,4/29/2020,56
New Jersey,Burlington,MOORESTOWN TWP,4/29/2020,154
New Jersey,Burlington,MOUNT HOLLY TWP,4/29/2020,44
New Jersey,Burlington,MOUNT LAUREL TWP,4/29/2020,134
New Jersey,Burlington,NEW HANOVER TWP,4/29/2020,18
New Jersey,Burlington,NORTH HANOVER TWP,4/29/2020,14
New Jersey,Burlington,PALMYRA BORO,4/29/2020,21
New Jersey,Burlington,PEMBERTON BORO,4/29/2020,3
New Jersey,Burlington,PEMBERTON TWP,4/29/2020,200
New Jersey,Burlington,RIVERSIDE TWP,4/29/2020,32
New Jersey,Burlington,RIVERTON BORO,4/29/2020,5
New Jersey,Burlington,SHAMONG TWP,4/29/2020,9
New Jersey,Burlington,SOUTHAMPTON TWP,4/29/2020,38
New Jersey,Burlington,SPRINGFIELD TWP,4/29/2020,11
New Jersey,Burlington,TABERNACLE TWP,4/29/2020,14
New Jersey,Burlington,WASHINGTON TWP,4/29/2020,0
New Jersey,Burlington,WESTAMPTON TWP,4/29/2020,57
New Jersey,Burlington,WILLINGBORO TWP,4/29/2020,395
New Jersey,Burlington,WOODLAND TWP,4/29/2020,103
New Jersey,Burlington,WRIGHTSTOWN BORO,4/29/2020,6
New Jersey,Burlington,BASS RIVER TWP,4/30/2020,1
New Jersey,Burlington,BEVERLY CITY,4/30/2020,11
New Jersey,Burlington,BORDENTOWN CITY,4/30/2020,16
New Jersey,Burlington,BORDENTOWN TWP,4/30/2020,55
New Jersey,Burlington,BURLINGTON CITY,4/30/2020,57
New Jersey,Burlington,BURLINGTON TWP,4/30/2020,265
New Jersey,Burlington,CHESTERFIELD TWP,4/30/2020,22
New Jersey,Burlington,CINNAMINSON TWP,4/30/2020,58
New Jersey,Burlington,DELANCO TWP,4/30/2020,24
New Jersey,Burlington,DELRAN TWP,4/30/2020,64
New Jersey,Burlington,EASTAMPTON TWP,4/30/2020,36
New Jersey,Burlington,EDGEWATER PARK TWP,4/30/2020,62
New Jersey,Burlington,EVESHAM TWP,4/30/2020,175
New Jersey,Burlington,FIELDSBORO BORO,4/30/2020,3
New Jersey,Burlington,FLORENCE TWP,4/30/2020,60
New Jersey,Burlington,HAINESPORT TWP,4/30/2020,23
New Jersey,Burlington,LUMBERTON TWP,4/30/2020,76
New Jersey,Burlington,MANSFIELD TWP,4/30/2020,40
New Jersey,Burlington,MAPLE SHADE TWP,4/30/2020,101
New Jersey,Burlington,MEDFORD LAKES BORO,4/30/2020,7
New Jersey,Burlington,MEDFORD TWP,4/30/2020,57
New Jersey,Burlington,MOORESTOWN TWP,4/30/2020,154
New Jersey,Burlington,MOUNT HOLLY TWP,4/30/2020,44
New Jersey,Burlington,MOUNT LAUREL TWP,4/30/2020,138
New Jersey,Burlington,NEW HANOVER TWP,4/30/2020,18
New Jersey,Burlington,NORTH HANOVER TWP,4/30/2020,14
New Jersey,Burlington,PALMYRA BORO,4/30/2020,21
New Jersey,Burlington,PEMBERTON BORO,4/30/2020,3
New Jersey,Burlington,PEMBERTON TWP,4/30/2020,203
New Jersey,Burlington,RIVERSIDE TWP,4/30/2020,33
New Jersey,Burlington,RIVERTON BORO,4/30/2020,5
New Jersey,Burlington,SHAMONG TWP,4/30/2020,9
New Jersey,Burlington,SOUTHAMPTON TWP,4/30/2020,40
New Jersey,Burlington,SPRINGFIELD TWP,4/30/2020,11
New Jersey,Burlington,TABERNACLE TWP,4/30/2020,14
New Jersey,Burlington,WASHINGTON TWP,4/30/2020,0
New Jersey,Burlington,WESTAMPTON TWP,4/30/2020,57
New Jersey,Burlington,WILLINGBORO TWP,4/30/2020,398
New Jersey,Burlington,WOODLAND TWP,4/30/2020,104
New Jersey,Burlington,WRIGHTSTOWN BORO,4/30/2020,6
New Jersey,Burlington,BASS RIVER TWP,5/1/2020,1
New Jersey,Burlington,BEVERLY CITY,5/1/2020,11
New Jersey,Burlington,BORDENTOWN CITY,5/1/2020,18
New Jersey,Burlington,BORDENTOWN TWP,5/1/2020,55
New Jersey,Burlington,BURLINGTON CITY,5/1/2020,60
New Jersey,Burlington,BURLINGTON TWP,5/1/2020,283
New Jersey,Burlington,CHESTERFIELD TWP,5/1/2020,22
New Jersey,Burlington,CINNAMINSON TWP,5/1/2020,64
New Jersey,Burlington,DELANCO TWP,5/1/2020,24
New Jersey,Burlington,DELRAN TWP,5/1/2020,64
New Jersey,Burlington,EASTAMPTON TWP,5/1/2020,36
New Jersey,Burlington,EDGEWATER PARK TWP,5/1/2020,62
New Jersey,Burlington,EVESHAM TWP,5/1/2020,177
New Jersey,Burlington,FIELDSBORO BORO,5/1/2020,3
New Jersey,Burlington,FLORENCE TWP,5/1/2020,60
New Jersey,Burlington,HAINESPORT TWP,5/1/2020,23
New Jersey,Burlington,LUMBERTON TWP,5/1/2020,76
New Jersey,Burlington,MANSFIELD TWP,5/1/2020,42
New Jersey,Burlington,MAPLE SHADE TWP,5/1/2020,103
New Jersey,Burlington,MEDFORD LAKES BORO,5/1/2020,7
New Jersey,Burlington,MEDFORD TWP,5/1/2020,58
New Jersey,Burlington,MOORESTOWN TWP,5/1/2020,154
New Jersey,Burlington,MOUNT HOLLY TWP,5/1/2020,48
New Jersey,Burlington,MOUNT LAUREL TWP,5/1/2020,144
New Jersey,Burlington,NEW HANOVER TWP,5/1/2020,18
New Jersey,Burlington,NORTH HANOVER TWP,5/1/2020,14
New Jersey,Burlington,PALMYRA BORO,5/1/2020,22
New Jersey,Burlington,PEMBERTON BORO,5/1/2020,3
New Jersey,Burlington,PEMBERTON TWP,5/1/2020,209
New Jersey,Burlington,RIVERSIDE TWP,5/1/2020,33
New Jersey,Burlington,RIVERTON BORO,5/1/2020,5
New Jersey,Burlington,SHAMONG TWP,5/1/2020,10
New Jersey,Burlington,SOUTHAMPTON TWP,5/1/2020,40
New Jersey,Burlington,SPRINGFIELD TWP,5/1/2020,11
New Jersey,Burlington,TABERNACLE TWP,5/1/2020,14
New Jersey,Burlington,WASHINGTON TWP,5/1/2020,0
New Jersey,Burlington,WESTAMPTON TWP,5/1/2020,58
New Jersey,Burlington,WILLINGBORO TWP,5/1/2020,405
New Jersey,Burlington,WOODLAND TWP,5/1/2020,122
New Jersey,Burlington,WRIGHTSTOWN BORO,5/1/2020,6
New Jersey,Burlington,BASS RIVER TWP,5/2/2020,1
New Jersey,Burlington,BEVERLY CITY,5/2/2020,11
New Jersey,Burlington,BORDENTOWN CITY,5/2/2020,18
New Jersey,Burlington,BORDENTOWN TWP,5/2/2020,55
New Jersey,Burlington,BURLINGTON CITY,5/2/2020,60
New Jersey,Burlington,BURLINGTON TWP,5/2/2020,283
New Jersey,Burlington,CHESTERFIELD TWP,5/2/2020,22
New Jersey,Burlington,CINNAMINSON TWP,5/2/2020,64
New Jersey,Burlington,DELANCO TWP,5/2/2020,25
New Jersey,Burlington,DELRAN TWP,5/2/2020,66
New Jersey,Burlington,EASTAMPTON TWP,5/2/2020,37
New Jersey,Burlington,EDGEWATER PARK TWP,5/2/2020,63
New Jersey,Burlington,EVESHAM TWP,5/2/2020,182
New Jersey,Burlington,FIELDSBORO BORO,5/2/2020,3
New Jersey,Burlington,FLORENCE TWP,5/2/2020,64
New Jersey,Burlington,HAINESPORT TWP,5/2/2020,24
New Jersey,Burlington,LUMBERTON TWP,5/2/2020,76
New Jersey,Burlington,MANSFIELD TWP,5/2/2020,46
New Jersey,Burlington,MAPLE SHADE TWP,5/2/2020,108
New Jersey,Burlington,MEDFORD LAKES BORO,5/2/2020,7
New Jersey,Burlington,MEDFORD TWP,5/2/2020,61
New Jersey,Burlington,MOORESTOWN TWP,5/2/2020,154
New Jersey,Burlington,MOUNT HOLLY TWP,5/2/2020,49
New Jersey,Burlington,MOUNT LAUREL TWP,5/2/2020,149
New Jersey,Burlington,NEW HANOVER TWP,5/2/2020,19
New Jersey,Burlington,NORTH HANOVER TWP,5/2/2020,16
New Jersey,Burlington,PALMYRA BORO,5/2/2020,24
New Jersey,Burlington,PEMBERTON BORO,5/2/2020,3
New Jersey,Burlington,PEMBERTON TWP,5/2/2020,217
New Jersey,Burlington,RIVERSIDE TWP,5/2/2020,36
New Jersey,Burlington,RIVERTON BORO,5/2/2020,5
New Jersey,Burlington,SHAMONG TWP,5/2/2020,10
New Jersey,Burlington,SOUTHAMPTON TWP,5/2/2020,43
New Jersey,Burlington,SPRINGFIELD TWP,5/2/2020,11
New Jersey,Burlington,TABERNACLE TWP,5/2/2020,15
New Jersey,Burlington,WASHINGTON TWP,5/2/2020,0
New Jersey,Burlington,WESTAMPTON TWP,5/2/2020,59
New Jersey,Burlington,WILLINGBORO TWP,5/2/2020,413
New Jersey,Burlington,WOODLAND TWP,5/2/2020,122
New Jersey,Burlington,WRIGHTSTOWN BORO,5/2/2020,6
New Jersey,Burlington,BASS RIVER TWP,5/3/2020,1
New Jersey,Burlington,BEVERLY CITY,5/3/2020,12
New Jersey,Burlington,BORDENTOWN CITY,5/3/2020,18
New Jersey,Burlington,BORDENTOWN TWP,5/3/2020,58
New Jersey,Burlington,BURLINGTON CITY,5/3/2020,63
New Jersey,Burlington,BURLINGTON TWP,5/3/2020,287
New Jersey,Burlington,CHESTERFIELD TWP,5/3/2020,22
New Jersey,Burlington,CINNAMINSON TWP,5/3/2020,67
New Jersey,Burlington,DELANCO TWP,5/3/2020,26
New Jersey,Burlington,DELRAN TWP,5/3/2020,70
New Jersey,Burlington,EASTAMPTON TWP,5/3/2020,40
New Jersey,Burlington,EDGEWATER PARK TWP,5/3/2020,64
New Jersey,Burlington,EVESHAM TWP,5/3/2020,187
New Jersey,Burlington,FIELDSBORO BORO,5/3/2020,3
New Jersey,Burlington,FLORENCE TWP,5/3/2020,64
New Jersey,Burlington,HAINESPORT TWP,5/3/2020,24
New Jersey,Burlington,LUMBERTON TWP,5/3/2020,80
New Jersey,Burlington,MANSFIELD TWP,5/3/2020,47
New Jersey,Burlington,MAPLE SHADE TWP,5/3/2020,120
New Jersey,Burlington,MEDFORD LAKES BORO,5/3/2020,8
New Jersey,Burlington,MEDFORD TWP,5/3/2020,65
New Jersey,Burlington,MOORESTOWN TWP,5/3/2020,155
New Jersey,Burlington,MOUNT HOLLY TWP,5/3/2020,52
New Jersey,Burlington,MOUNT LAUREL TWP,5/3/2020,159
New Jersey,Burlington,NEW HANOVER TWP,5/3/2020,19
New Jersey,Burlington,NORTH HANOVER TWP,5/3/2020,16
New Jersey,Burlington,PALMYRA BORO,5/3/2020,25
New Jersey,Burlington,PEMBERTON BORO,5/3/2020,3
New Jersey,Burlington,PEMBERTON TWP,5/3/2020,224
New Jersey,Burlington,RIVERSIDE TWP,5/3/2020,37
New Jersey,Burlington,RIVERTON BORO,5/3/2020,5
New Jersey,Burlington,SHAMONG TWP,5/3/2020,11
New Jersey,Burlington,SOUTHAMPTON TWP,5/3/2020,43
New Jersey,Burlington,SPRINGFIELD TWP,5/3/2020,11
New Jersey,Burlington,TABERNACLE TWP,5/3/2020,16
New Jersey,Burlington,WASHINGTON TWP,5/3/2020,0
New Jersey,Burlington,WESTAMPTON TWP,5/3/2020,61
New Jersey,Burlington,WILLINGBORO TWP,5/3/2020,429
New Jersey,Burlington,WOODLAND TWP,5/3/2020,136
New Jersey,Burlington,WRIGHTSTOWN BORO,5/3/2020,6
New Jersey,Burlington,BASS RIVER TWP,5/4/2020,3
New Jersey,Burlington,BEVERLY CITY,5/4/2020,12
New Jersey,Burlington,BORDENTOWN CITY,5/4/2020,20
New Jersey,Burlington,BORDENTOWN TWP,5/4/2020,58
New Jersey,Burlington,BURLINGTON CITY,5/4/2020,67
New Jersey,Burlington,BURLINGTON TWP,5/4/2020,296
New Jersey,Burlington,CHESTERFIELD TWP,5/4/2020,23
New Jersey,Burlington,CINNAMINSON TWP,5/4/2020,68
New Jersey,Burlington,DELANCO TWP,5/4/2020,29
New Jersey,Burlington,DELRAN TWP,5/4/2020,73
New Jersey,Burlington,EASTAMPTON TWP,5/4/2020,44
New Jersey,Burlington,EDGEWATER PARK TWP,5/4/2020,66
New Jersey,Burlington,EVESHAM TWP,5/4/2020,192
New Jersey,Burlington,FIELDSBORO BORO,5/4/2020,5
New Jersey,Burlington,FLORENCE TWP,5/4/2020,67
New Jersey,Burlington,HAINESPORT TWP,5/4/2020,24
New Jersey,Burlington,LUMBERTON TWP,5/4/2020,83
New Jersey,Burlington,MANSFIELD TWP,5/4/2020,48
New Jersey,Burlington,MAPLE SHADE TWP,5/4/2020,126
New Jersey,Burlington,MEDFORD LAKES BORO,5/4/2020,9
New Jersey,Burlington,MEDFORD TWP,5/4/2020,69
New Jersey,Burlington,MOORESTOWN TWP,5/4/2020,164
New Jersey,Burlington,MOUNT HOLLY TWP,5/4/2020,55
New Jersey,Burlington,MOUNT LAUREL TWP,5/4/2020,168
New Jersey,Burlington,NEW HANOVER TWP,5/4/2020,19
New Jersey,Burlington,NORTH HANOVER TWP,5/4/2020,20
New Jersey,Burlington,PALMYRA BORO,5/4/2020,29
New Jersey,Burlington,PEMBERTON BORO,5/4/2020,4
New Jersey,Burlington,PEMBERTON TWP,5/4/2020,232
New Jersey,Burlington,RIVERSIDE TWP,5/4/2020,46
New Jersey,Burlington,RIVERTON BORO,5/4/2020,5
New Jersey,Burlington,SHAMONG TWP,5/4/2020,12
New Jersey,Burlington,SOUTHAMPTON TWP,5/4/2020,46
New Jersey,Burlington,SPRINGFIELD TWP,5/4/2020,11
New Jersey,Burlington,TABERNACLE TWP,5/4/2020,17
New Jersey,Burlington,WASHINGTON TWP,5/4/2020,0
New Jersey,Burlington,WESTAMPTON TWP,5/4/2020,68
New Jersey,Burlington,WILLINGBORO TWP,5/4/2020,447
New Jersey,Burlington,WOODLAND TWP,5/4/2020,173
New Jersey,Burlington,WRIGHTSTOWN BORO,5/4/2020,6
New Jersey,Burlington,BASS RIVER TWP,5/5/2020,3
New Jersey,Burlington,BEVERLY CITY,5/5/2020,13
New Jersey,Burlington,BORDENTOWN CITY,5/5/2020,21
New Jersey,Burlington,BORDENTOWN TWP,5/5/2020,60
