State,County,City,Date,Total_Cases
New Jersey,Glcouester,LOGAN TOWNSHIP,4/26/2020,23
New Jersey,Glcouester,MANTUA TOWNSHIP,4/26/2020,46
New Jersey,Glcouester,MONROE TOWNSHIP,4/26/2020,117
New Jersey,Glcouester,NATIONAL PARK BOROUGH,4/26/2020,8
New Jersey,Glcouester,NEWFIELD BOROUGH,4/26/2020,0
New Jersey,Glcouester,PAULSBORO BOROUGH,4/26/2020,22
New Jersey,Glcouester,PITMAN BOROUGH,4/26/2020,23
New Jersey,Glcouester,SOUTH HARRISON TOWNSHIP,4/26/2020,15
New Jersey,Glcouester,SWEDESBORO BOROUGH,4/26/2020,19
New Jersey,Glcouester,WASHINGTON TOWNSHIP,4/26/2020,166
New Jersey,Glcouester,WENONAH BOROUGH,4/26/2020,9
New Jersey,Glcouester,WEST DEPTFORD TOWNSHIP,4/26/2020,71
New Jersey,Glcouester,WESTVILLE BOROUGH,4/26/2020,16
New Jersey,Glcouester,WOODBURY CITY,4/26/2020,28
New Jersey,Glcouester,WOODBURY HEIGHTS BOROUGH,4/26/2020,10
New Jersey,Glcouester,WOOLWICH TOWNSHIP,4/26/2020,50
New Jersey,Glcouester,CLAYTON BOROUGH,4/27/2020,36
New Jersey,Glcouester,DEPTFORD TOWNSHIP,4/27/2020,248
New Jersey,Glcouester,EAST GREENWICH TOWNSHIP,4/27/2020,33
New Jersey,Glcouester,ELK TOWNSHIP,4/27/2020,18
New Jersey,Glcouester,FRANKLIN TOWNSHIP,4/27/2020,41
New Jersey,Glcouester,GLASSBORO BOROUGH,4/27/2020,55
New Jersey,Glcouester,GREENWICH TOWNSHIP,4/27/2020,12
New Jersey,Glcouester,HARRISON TOWNSHIP,4/27/2020,34
New Jersey,Glcouester,LOGAN TOWNSHIP,4/27/2020,23
New Jersey,Glcouester,MANTUA TOWNSHIP,4/27/2020,47
New Jersey,Glcouester,MONROE TOWNSHIP,4/27/2020,128
New Jersey,Glcouester,NATIONAL PARK BOROUGH,4/27/2020,8
New Jersey,Glcouester,NEWFIELD BOROUGH,4/27/2020,0
New Jersey,Glcouester,PAULSBORO BOROUGH,4/27/2020,24
New Jersey,Glcouester,PITMAN BOROUGH,4/27/2020,23
New Jersey,Glcouester,SOUTH HARRISON TOWNSHIP,4/27/2020,16
New Jersey,Glcouester,SWEDESBORO BOROUGH,4/27/2020,19
New Jersey,Glcouester,WASHINGTON TOWNSHIP,4/27/2020,171
New Jersey,Glcouester,WENONAH BOROUGH,4/27/2020,9
New Jersey,Glcouester,WEST DEPTFORD TOWNSHIP,4/27/2020,78
New Jersey,Glcouester,WESTVILLE BOROUGH,4/27/2020,18
New Jersey,Glcouester,WOODBURY CITY,4/27/2020,31
New Jersey,Glcouester,WOODBURY HEIGHTS BOROUGH,4/27/2020,11
New Jersey,Glcouester,WOOLWICH TOWNSHIP,4/27/2020,50
New Jersey,Glcouester,CLAYTON BOROUGH,4/28/2020,36
New Jersey,Glcouester,DEPTFORD TOWNSHIP,4/28/2020,260
New Jersey,Glcouester,EAST GREENWICH TOWNSHIP,4/28/2020,33
New Jersey,Glcouester,ELK TOWNSHIP,4/28/2020,19
New Jersey,Glcouester,FRANKLIN TOWNSHIP,4/28/2020,44
New Jersey,Glcouester,GLASSBORO BOROUGH,4/28/2020,59
New Jersey,Glcouester,GREENWICH TOWNSHIP,4/28/2020,12
New Jersey,Glcouester,HARRISON TOWNSHIP,4/28/2020,35
New Jersey,Glcouester,LOGAN TOWNSHIP,4/28/2020,23
New Jersey,Glcouester,MANTUA TOWNSHIP,4/28/2020,47
New Jersey,Glcouester,MONROE TOWNSHIP,4/28/2020,130
New Jersey,Glcouester,NATIONAL PARK BOROUGH,4/28/2020,10
New Jersey,Glcouester,NEWFIELD BOROUGH,4/28/2020,1
New Jersey,Glcouester,PAULSBORO BOROUGH,4/28/2020,26
New Jersey,Glcouester,PITMAN BOROUGH,4/28/2020,23
New Jersey,Glcouester,SOUTH HARRISON TOWNSHIP,4/28/2020,17
New Jersey,Glcouester,SWEDESBORO BOROUGH,4/28/2020,19
New Jersey,Glcouester,WASHINGTON TOWNSHIP,4/28/2020,174
New Jersey,Glcouester,WENONAH BOROUGH,4/28/2020,9
New Jersey,Glcouester,WEST DEPTFORD TOWNSHIP,4/28/2020,81
New Jersey,Glcouester,WESTVILLE BOROUGH,4/28/2020,18
New Jersey,Glcouester,WOODBURY CITY,4/28/2020,32
New Jersey,Glcouester,WOODBURY HEIGHTS BOROUGH,4/28/2020,13
New Jersey,Glcouester,WOOLWICH TOWNSHIP,4/28/2020,52
New Jersey,Glcouester,CLAYTON BOROUGH,4/29/2020,39
New Jersey,Glcouester,DEPTFORD TOWNSHIP,4/29/2020,265
New Jersey,Glcouester,EAST GREENWICH TOWNSHIP,4/29/2020,35
New Jersey,Glcouester,ELK TOWNSHIP,4/29/2020,19
New Jersey,Glcouester,FRANKLIN TOWNSHIP,4/29/2020,45
New Jersey,Glcouester,GLASSBORO BOROUGH,4/29/2020,58
New Jersey,Glcouester,GREENWICH TOWNSHIP,4/29/2020,12
New Jersey,Glcouester,HARRISON TOWNSHIP,4/29/2020,35
New Jersey,Glcouester,LOGAN TOWNSHIP,4/29/2020,23
New Jersey,Glcouester,MANTUA TOWNSHIP,4/29/2020,47
New Jersey,Glcouester,MONROE TOWNSHIP,4/29/2020,130
New Jersey,Glcouester,NATIONAL PARK BOROUGH,4/29/2020,10
New Jersey,Glcouester,NEWFIELD BOROUGH,4/29/2020,0
New Jersey,Glcouester,PAULSBORO BOROUGH,4/29/2020,29
New Jersey,Glcouester,PITMAN BOROUGH,4/29/2020,23
New Jersey,Glcouester,SOUTH HARRISON TOWNSHIP,4/29/2020,17
New Jersey,Glcouester,SWEDESBORO BOROUGH,4/29/2020,19
New Jersey,Glcouester,WASHINGTON TOWNSHIP,4/29/2020,188
New Jersey,Glcouester,WENONAH BOROUGH,4/29/2020,9
New Jersey,Glcouester,WEST DEPTFORD TOWNSHIP,4/29/2020,86
New Jersey,Glcouester,WESTVILLE BOROUGH,4/29/2020,18
New Jersey,Glcouester,WOODBURY CITY,4/29/2020,33
New Jersey,Glcouester,WOODBURY HEIGHTS BOROUGH,4/29/2020,13
New Jersey,Glcouester,WOOLWICH TOWNSHIP,4/29/2020,56
New Jersey,Glcouester,CLAYTON BOROUGH,4/30/2020,39
New Jersey,Glcouester,DEPTFORD TOWNSHIP,4/30/2020,270
New Jersey,Glcouester,EAST GREENWICH TOWNSHIP,4/30/2020,35
New Jersey,Glcouester,ELK TOWNSHIP,4/30/2020,19
New Jersey,Glcouester,FRANKLIN TOWNSHIP,4/30/2020,48
New Jersey,Glcouester,GLASSBORO BOROUGH,4/30/2020,58
New Jersey,Glcouester,GREENWICH TOWNSHIP,4/30/2020,13
New Jersey,Glcouester,HARRISON TOWNSHIP,4/30/2020,36
New Jersey,Glcouester,LOGAN TOWNSHIP,4/30/2020,24
New Jersey,Glcouester,MANTUA TOWNSHIP,4/30/2020,47
New Jersey,Glcouester,MONROE TOWNSHIP,4/30/2020,134
New Jersey,Glcouester,NATIONAL PARK BOROUGH,4/30/2020,10
New Jersey,Glcouester,NEWFIELD BOROUGH,4/30/2020,1
New Jersey,Glcouester,PAULSBORO BOROUGH,4/30/2020,30
New Jersey,Glcouester,PITMAN BOROUGH,4/30/2020,23
New Jersey,Glcouester,SOUTH HARRISON TOWNSHIP,4/30/2020,17
New Jersey,Glcouester,SWEDESBORO BOROUGH,4/30/2020,20
New Jersey,Glcouester,WASHINGTON TOWNSHIP,4/30/2020,192
New Jersey,Glcouester,WENONAH BOROUGH,4/30/2020,9
New Jersey,Glcouester,WEST DEPTFORD TOWNSHIP,4/30/2020,88
New Jersey,Glcouester,WESTVILLE BOROUGH,4/30/2020,18
New Jersey,Glcouester,WOODBURY CITY,4/30/2020,38
New Jersey,Glcouester,WOODBURY HEIGHTS BOROUGH,4/30/2020,13
New Jersey,Glcouester,WOOLWICH TOWNSHIP,4/30/2020,57
New Jersey,Glcouester,CLAYTON BOROUGH,5/1/2020,43
New Jersey,Glcouester,DEPTFORD TOWNSHIP,5/1/2020,285
New Jersey,Glcouester,EAST GREENWICH TOWNSHIP,5/1/2020,36
New Jersey,Glcouester,ELK TOWNSHIP,5/1/2020,19
New Jersey,Glcouester,FRANKLIN TOWNSHIP,5/1/2020,48
New Jersey,Glcouester,GLASSBORO BOROUGH,5/1/2020,61
New Jersey,Glcouester,GREENWICH TOWNSHIP,5/1/2020,14
New Jersey,Glcouester,HARRISON TOWNSHIP,5/1/2020,36
New Jersey,Glcouester,LOGAN TOWNSHIP,5/1/2020,24
New Jersey,Glcouester,MANTUA TOWNSHIP,5/1/2020,50
New Jersey,Glcouester,MONROE TOWNSHIP,5/1/2020,137
New Jersey,Glcouester,NATIONAL PARK BOROUGH,5/1/2020,11
New Jersey,Glcouester,NEWFIELD BOROUGH,5/1/2020,1
New Jersey,Glcouester,PAULSBORO BOROUGH,5/1/2020,33
New Jersey,Glcouester,PITMAN BOROUGH,5/1/2020,23
New Jersey,Glcouester,SOUTH HARRISON TOWNSHIP,5/1/2020,17
New Jersey,Glcouester,SWEDESBORO BOROUGH,5/1/2020,22
New Jersey,Glcouester,WASHINGTON TOWNSHIP,5/1/2020,195
New Jersey,Glcouester,WENONAH BOROUGH,5/1/2020,9
New Jersey,Glcouester,WEST DEPTFORD TOWNSHIP,5/1/2020,91
New Jersey,Glcouester,WESTVILLE BOROUGH,5/1/2020,18
New Jersey,Glcouester,WOODBURY CITY,5/1/2020,40
New Jersey,Glcouester,WOODBURY HEIGHTS BOROUGH,5/1/2020,14
New Jersey,Glcouester,WOOLWICH TOWNSHIP,5/1/2020,62
New Jersey,Glcouester,CLAYTON BOROUGH,5/2/2020,43
New Jersey,Glcouester,DEPTFORD TOWNSHIP,5/2/2020,312
New Jersey,Glcouester,EAST GREENWICH TOWNSHIP,5/2/2020,37
New Jersey,Glcouester,ELK TOWNSHIP,5/2/2020,20
New Jersey,Glcouester,FRANKLIN TOWNSHIP,5/2/2020,49
New Jersey,Glcouester,GLASSBORO BOROUGH,5/2/2020,62
New Jersey,Glcouester,GREENWICH TOWNSHIP,5/2/2020,16
New Jersey,Glcouester,HARRISON TOWNSHIP,5/2/2020,37
New Jersey,Glcouester,LOGAN TOWNSHIP,5/2/2020,24
New Jersey,Glcouester,MANTUA TOWNSHIP,5/2/2020,51
New Jersey,Glcouester,MONROE TOWNSHIP,5/2/2020,146
New Jersey,Glcouester,NATIONAL PARK BOROUGH,5/2/2020,11
New Jersey,Glcouester,NEWFIELD BOROUGH,5/2/2020,1
New Jersey,Glcouester,PAULSBORO BOROUGH,5/2/2020,33
New Jersey,Glcouester,PITMAN BOROUGH,5/2/2020,24
New Jersey,Glcouester,SOUTH HARRISON TOWNSHIP,5/2/2020,17
New Jersey,Glcouester,SWEDESBORO BOROUGH,5/2/2020,24
New Jersey,Glcouester,WASHINGTON TOWNSHIP,5/2/2020,198
New Jersey,Glcouester,WENONAH BOROUGH,5/2/2020,9
New Jersey,Glcouester,WEST DEPTFORD TOWNSHIP,5/2/2020,95
New Jersey,Glcouester,WESTVILLE BOROUGH,5/2/2020,21
New Jersey,Glcouester,WOODBURY CITY,5/2/2020,41
New Jersey,Glcouester,WOODBURY HEIGHTS BOROUGH,5/2/2020,14
New Jersey,Glcouester,WOOLWICH TOWNSHIP,5/2/2020,64
New Jersey,Glcouester,CLAYTON BOROUGH,5/3/2020,45
New Jersey,Glcouester,DEPTFORD TOWNSHIP,5/3/2020,324
New Jersey,Glcouester,EAST GREENWICH TOWNSHIP,5/3/2020,37
New Jersey,Glcouester,ELK TOWNSHIP,5/3/2020,20
New Jersey,Glcouester,FRANKLIN TOWNSHIP,5/3/2020,50
New Jersey,Glcouester,GLASSBORO BOROUGH,5/3/2020,67
New Jersey,Glcouester,GREENWICH TOWNSHIP,5/3/2020,17
New Jersey,Glcouester,HARRISON TOWNSHIP,5/3/2020,37
New Jersey,Glcouester,LOGAN TOWNSHIP,5/3/2020,24
New Jersey,Glcouester,MANTUA TOWNSHIP,5/3/2020,60
New Jersey,Glcouester,MONROE TOWNSHIP,5/3/2020,151
New Jersey,Glcouester,NATIONAL PARK BOROUGH,5/3/2020,12
New Jersey,Glcouester,NEWFIELD BOROUGH,5/3/2020,1
New Jersey,Glcouester,PAULSBORO BOROUGH,5/3/2020,37
New Jersey,Glcouester,PITMAN BOROUGH,5/3/2020,24
New Jersey,Glcouester,SOUTH HARRISON TOWNSHIP,5/3/2020,17
New Jersey,Glcouester,SWEDESBORO BOROUGH,5/3/2020,24
New Jersey,Glcouester,WASHINGTON TOWNSHIP,5/3/2020,205
New Jersey,Glcouester,WENONAH BOROUGH,5/3/2020,10
New Jersey,Glcouester,WEST DEPTFORD TOWNSHIP,5/3/2020,99
New Jersey,Glcouester,WESTVILLE BOROUGH,5/3/2020,23
New Jersey,Glcouester,WOODBURY CITY,5/3/2020,44
New Jersey,Glcouester,WOODBURY HEIGHTS BOROUGH,5/3/2020,14
New Jersey,Glcouester,WOOLWICH TOWNSHIP,5/3/2020,65
New Jersey,Glcouester,CLAYTON BOROUGH,5/4/2020,45
New Jersey,Glcouester,DEPTFORD TOWNSHIP,5/4/2020,334
New Jersey,Glcouester,EAST GREENWICH TOWNSHIP,5/4/2020,37
New Jersey,Glcouester,ELK TOWNSHIP,5/4/2020,20
New Jersey,Glcouester,FRANKLIN TOWNSHIP,5/4/2020,51
New Jersey,Glcouester,GLASSBORO BOROUGH,5/4/2020,70
New Jersey,Glcouester,GREENWICH TOWNSHIP,5/4/2020,18
New Jersey,Glcouester,HARRISON TOWNSHIP,5/4/2020,37
New Jersey,Glcouester,LOGAN TOWNSHIP,5/4/2020,25
New Jersey,Glcouester,MANTUA TOWNSHIP,5/4/2020,62
New Jersey,Glcouester,MONROE TOWNSHIP,5/4/2020,155
New Jersey,Glcouester,NATIONAL PARK BOROUGH,5/4/2020,12
New Jersey,Glcouester,NEWFIELD BOROUGH,5/4/2020,1
New Jersey,Glcouester,PAULSBORO BOROUGH,5/4/2020,38
New Jersey,Glcouester,PITMAN BOROUGH,5/4/2020,24
New Jersey,Glcouester,SOUTH HARRISON TOWNSHIP,5/4/2020,18
New Jersey,Glcouester,SWEDESBORO BOROUGH,5/4/2020,24
New Jersey,Glcouester,WASHINGTON TOWNSHIP,5/4/2020,206
New Jersey,Glcouester,WENONAH BOROUGH,5/4/2020,10
New Jersey,Glcouester,WEST DEPTFORD TOWNSHIP,5/4/2020,101
New Jersey,Glcouester,WESTVILLE BOROUGH,5/4/2020,23
New Jersey,Glcouester,WOODBURY CITY,5/4/2020,45
New Jersey,Glcouester,WOODBURY HEIGHTS BOROUGH,5/4/2020,14
New Jersey,Glcouester,WOOLWICH TOWNSHIP,5/4/2020,65
New Jersey,Glcouester,CLAYTON BOROUGH,5/5/2020,46
New Jersey,Glcouester,DEPTFORD TOWNSHIP,5/5/2020,340
New Jersey,Glcouester,EAST GREENWICH TOWNSHIP,5/5/2020,37
New Jersey,Glcouester,ELK TOWNSHIP,5/5/2020,21
New Jersey,Glcouester,FRANKLIN TOWNSHIP,5/5/2020,52
New Jersey,Glcouester,GLASSBORO BOROUGH,5/5/2020,72
New Jersey,Glcouester,GREENWICH TOWNSHIP,5/5/2020,18
New Jersey,Glcouester,HARRISON TOWNSHIP,5/5/2020,37
New Jersey,Glcouester,LOGAN TOWNSHIP,5/5/2020,26
New Jersey,Glcouester,MANTUA TOWNSHIP,5/5/2020,62
New Jersey,Glcouester,MONROE TOWNSHIP,5/5/2020,161
New Jersey,Glcouester,NATIONAL PARK BOROUGH,5/5/2020,12
New Jersey,Glcouester,NEWFIELD BOROUGH,5/5/2020,1
New Jersey,Glcouester,PAULSBORO BOROUGH,5/5/2020,38
New Jersey,Glcouester,PITMAN BOROUGH,5/5/2020,24
New Jersey,Glcouester,SOUTH HARRISON TOWNSHIP,5/5/2020,18
New Jersey,Glcouester,SWEDESBORO BOROUGH,5/5/2020,24
New Jersey,Glcouester,WASHINGTON TOWNSHIP,5/5/2020,216
New Jersey,Glcouester,WENONAH BOROUGH,5/5/2020,10
New Jersey,Glcouester,WEST DEPTFORD TOWNSHIP,5/5/2020,103
New Jersey,Glcouester,WESTVILLE BOROUGH,5/5/2020,25
New Jersey,Glcouester,WOODBURY CITY,5/5/2020,47
New Jersey,Glcouester,WOODBURY HEIGHTS BOROUGH,5/5/2020,15
New Jersey,Glcouester,WOOLWICH TOWNSHIP,5/5/2020,65
New Jersey,Glcouester,CLAYTON BOROUGH,5/6/2020,46
New Jersey,Glcouester,DEPTFORD TOWNSHIP,5/6/2020,348
New Jersey,Glcouester,EAST GREENWICH TOWNSHIP,5/6/2020,40
New Jersey,Glcouester,ELK TOWNSHIP,5/6/2020,22
New Jersey,Glcouester,FRANKLIN TOWNSHIP,5/6/2020,55
New Jersey,Glcouester,GLASSBORO BOROUGH,5/6/2020,76
New Jersey,Glcouester,GREENWICH TOWNSHIP,5/6/2020,18
New Jersey,Glcouester,HARRISON TOWNSHIP,5/6/2020,41
New Jersey,Glcouester,LOGAN TOWNSHIP,5/6/2020,29
New Jersey,Glcouester,MANTUA TOWNSHIP,5/6/2020,62
New Jersey,Glcouester,MONROE TOWNSHIP,5/6/2020,165
New Jersey,Glcouester,NATIONAL PARK BOROUGH,5/6/2020,12
New Jersey,Glcouester,NEWFIELD BOROUGH,5/6/2020,1
New Jersey,Glcouester,PAULSBORO BOROUGH,5/6/2020,41
New Jersey,Glcouester,PITMAN BOROUGH,5/6/2020,24
New Jersey,Glcouester,SOUTH HARRISON TOWNSHIP,5/6/2020,19
New Jersey,Glcouester,SWEDESBORO BOROUGH,5/6/2020,25
New Jersey,Glcouester,WASHINGTON TOWNSHIP,5/6/2020,221
New Jersey,Glcouester,WENONAH BOROUGH,5/6/2020,10
New Jersey,Glcouester,WEST DEPTFORD TOWNSHIP,5/6/2020,104
New Jersey,Glcouester,WESTVILLE BOROUGH,5/6/2020,26
New Jersey,Glcouester,WOODBURY CITY,5/6/2020,51
New Jersey,Glcouester,WOODBURY HEIGHTS BOROUGH,5/6/2020,15
New Jersey,Glcouester,WOOLWICH TOWNSHIP,5/6/2020,65
New Jersey,Glcouester,CLAYTON BOROUGH,5/7/2020,46
New Jersey,Glcouester,DEPTFORD TOWNSHIP,5/7/2020,358
New Jersey,Glcouester,EAST GREENWICH TOWNSHIP,5/7/2020,41
New Jersey,Glcouester,ELK TOWNSHIP,5/7/2020,22
New Jersey,Glcouester,FRANKLIN TOWNSHIP,5/7/2020,57
New Jersey,Glcouester,GLASSBORO BOROUGH,5/7/2020,79
New Jersey,Glcouester,GREENWICH TOWNSHIP,5/7/2020,18
New Jersey,Glcouester,HARRISON TOWNSHIP,5/7/2020,41
New Jersey,Glcouester,LOGAN TOWNSHIP,5/7/2020,29
New Jersey,Glcouester,MANTUA TOWNSHIP,5/7/2020,63
New Jersey,Glcouester,MONROE TOWNSHIP,5/7/2020,170
New Jersey,Glcouester,NATIONAL PARK BOROUGH,5/7/2020,12
New Jersey,Glcouester,NEWFIELD BOROUGH,5/7/2020,1
New Jersey,Glcouester,PAULSBORO BOROUGH,5/7/2020,41
New Jersey,Glcouester,PITMAN BOROUGH,5/7/2020,27
New Jersey,Glcouester,SOUTH HARRISON TOWNSHIP,5/7/2020,19
New Jersey,Glcouester,SWEDESBORO BOROUGH,5/7/2020,25
New Jersey,Glcouester,WASHINGTON TOWNSHIP,5/7/2020,227
New Jersey,Glcouester,WENONAH BOROUGH,5/7/2020,10
New Jersey,Glcouester,WEST DEPTFORD TOWNSHIP,5/7/2020,107
New Jersey,Glcouester,WESTVILLE BOROUGH,5/7/2020,26
New Jersey,Glcouester,WOODBURY CITY,5/7/2020,55
New Jersey,Glcouester,WOODBURY HEIGHTS BOROUGH,5/7/2020,15
New Jersey,Glcouester,WOOLWICH TOWNSHIP,5/7/2020,66
New Jersey,Glcouester,CLAYTON BOROUGH,5/8/2020,49
New Jersey,Glcouester,DEPTFORD TOWNSHIP,5/8/2020,377
New Jersey,Glcouester,EAST GREENWICH TOWNSHIP,5/8/2020,42
New Jersey,Glcouester,ELK TOWNSHIP,5/8/2020,22
New Jersey,Glcouester,FRANKLIN TOWNSHIP,5/8/2020,57
New Jersey,Glcouester,GLASSBORO BOROUGH,5/8/2020,81
New Jersey,Glcouester,GREENWICH TOWNSHIP,5/8/2020,18
New Jersey,Glcouester,HARRISON TOWNSHIP,5/8/2020,41
New Jersey,Glcouester,LOGAN TOWNSHIP,5/8/2020,29
New Jersey,Glcouester,MANTUA TOWNSHIP,5/8/2020,64
New Jersey,Glcouester,MONROE TOWNSHIP,5/8/2020,173
New Jersey,Glcouester,NATIONAL PARK BOROUGH,5/8/2020,12
New Jersey,Glcouester,NEWFIELD BOROUGH,5/8/2020,1
New Jersey,Glcouester,PAULSBORO BOROUGH,5/8/2020,41
New Jersey,Glcouester,PITMAN BOROUGH,5/8/2020,28
New Jersey,Glcouester,SOUTH HARRISON TOWNSHIP,5/8/2020,19
New Jersey,Glcouester,SWEDESBORO BOROUGH,5/8/2020,25
New Jersey,Glcouester,WASHINGTON TOWNSHIP,5/8/2020,231
New Jersey,Glcouester,WENONAH BOROUGH,5/8/2020,10
New Jersey,Glcouester,WEST DEPTFORD TOWNSHIP,5/8/2020,108
New Jersey,Glcouester,WESTVILLE BOROUGH,5/8/2020,27
New Jersey,Glcouester,WOODBURY CITY,5/8/2020,56
New Jersey,Glcouester,WOODBURY HEIGHTS BOROUGH,5/8/2020,15
New Jersey,Glcouester,WOOLWICH TOWNSHIP,5/8/2020,68
New Jersey,Glcouester,CLAYTON BOROUGH,5/9/2020,50
New Jersey,Glcouester,DEPTFORD TOWNSHIP,5/9/2020,387
New Jersey,Glcouester,EAST GREENWICH TOWNSHIP,5/9/2020,42
New Jersey,Glcouester,ELK TOWNSHIP,5/9/2020,23
New Jersey,Glcouester,FRANKLIN TOWNSHIP,5/9/2020,57
New Jersey,Glcouester,GLASSBORO BOROUGH,5/9/2020,82
New Jersey,Glcouester,GREENWICH TOWNSHIP,5/9/2020,18
New Jersey,Glcouester,HARRISON TOWNSHIP,5/9/2020,42
New Jersey,Glcouester,LOGAN TOWNSHIP,5/9/2020,29
New Jersey,Glcouester,MANTUA TOWNSHIP,5/9/2020,65
New Jersey,Glcouester,MONROE TOWNSHIP,5/9/2020,185
New Jersey,Glcouester,NATIONAL PARK BOROUGH,5/9/2020,12
New Jersey,Glcouester,NEWFIELD BOROUGH,5/9/2020,1
New Jersey,Glcouester,PAULSBORO BOROUGH,5/9/2020,44
New Jersey,Glcouester,PITMAN BOROUGH,5/9/2020,28
New Jersey,Glcouester,SOUTH HARRISON TOWNSHIP,5/9/2020,19
New Jersey,Glcouester,SWEDESBORO BOROUGH,5/9/2020,25
New Jersey,Glcouester,WASHINGTON TOWNSHIP,5/9/2020,232
New Jersey,Glcouester,WENONAH BOROUGH,5/9/2020,12
New Jersey,Glcouester,WEST DEPTFORD TOWNSHIP,5/9/2020,109
New Jersey,Glcouester,WESTVILLE BOROUGH,5/9/2020,28
New Jersey,Glcouester,WOODBURY CITY,5/9/2020,59
New Jersey,Glcouester,WOODBURY HEIGHTS BOROUGH,5/9/2020,16
New Jersey,Glcouester,WOOLWICH TOWNSHIP,5/9/2020,70
New Jersey,Glcouester,CLAYTON BOROUGH,5/10/2020,50
New Jersey,Glcouester,DEPTFORD TOWNSHIP,5/10/2020,396
New Jersey,Glcouester,EAST GREENWICH TOWNSHIP,5/10/2020,42
New Jersey,Glcouester,ELK TOWNSHIP,5/10/2020,24
New Jersey,Glcouester,FRANKLIN TOWNSHIP,5/10/2020,58
New Jersey,Glcouester,GLASSBORO BOROUGH,5/10/2020,84
New Jersey,Glcouester,GREENWICH TOWNSHIP,5/10/2020,18
New Jersey,Glcouester,HARRISON TOWNSHIP,5/10/2020,42
New Jersey,Glcouester,LOGAN TOWNSHIP,5/10/2020,29
New Jersey,Glcouester,MANTUA TOWNSHIP,5/10/2020,66
New Jersey,Glcouester,MONROE TOWNSHIP,5/10/2020,190
New Jersey,Glcouester,NATIONAL PARK BOROUGH,5/10/2020,12
New Jersey,Glcouester,NEWFIELD BOROUGH,5/10/2020,1
New Jersey,Glcouester,PAULSBORO BOROUGH,5/10/2020,44
New Jersey,Glcouester,PITMAN BOROUGH,5/10/2020,28
New Jersey,Glcouester,SOUTH HARRISON TOWNSHIP,5/10/2020,19
New Jersey,Glcouester,SWEDESBORO BOROUGH,5/10/2020,25
New Jersey,Glcouester,WASHINGTON TOWNSHIP,5/10/2020,237
New Jersey,Glcouester,WENONAH BOROUGH,5/10/2020,12
New Jersey,Glcouester,WEST DEPTFORD TOWNSHIP,5/10/2020,109
New Jersey,Glcouester,WESTVILLE BOROUGH,5/10/2020,29
New Jersey,Glcouester,WOODBURY CITY,5/10/2020,59
New Jersey,Glcouester,WOODBURY HEIGHTS BOROUGH,5/10/2020,16
New Jersey,Glcouester,WOOLWICH TOWNSHIP,5/10/2020,72
New Jersey,Glcouester,CLAYTON BOROUGH,5/11/2020,51
New Jersey,Glcouester,DEPTFORD TOWNSHIP,5/11/2020,402
New Jersey,Glcouester,EAST GREENWICH TOWNSHIP,5/11/2020,47
New Jersey,Glcouester,ELK TOWNSHIP,5/11/2020,24
New Jersey,Glcouester,FRANKLIN TOWNSHIP,5/11/2020,60
New Jersey,Glcouester,GLASSBORO BOROUGH,5/11/2020,86
New Jersey,Glcouester,GREENWICH TOWNSHIP,5/11/2020,18
New Jersey,Glcouester,HARRISON TOWNSHIP,5/11/2020,42
New Jersey,Glcouester,LOGAN TOWNSHIP,5/11/2020,31
New Jersey,Glcouester,MANTUA TOWNSHIP,5/11/2020,69
New Jersey,Glcouester,MONROE TOWNSHIP,5/11/2020,193
New Jersey,Glcouester,NATIONAL PARK BOROUGH,5/11/2020,13
New Jersey,Glcouester,NEWFIELD BOROUGH,5/11/2020,1
New Jersey,Glcouester,PAULSBORO BOROUGH,5/11/2020,45
New Jersey,Glcouester,PITMAN BOROUGH,5/11/2020,28
New Jersey,Glcouester,SOUTH HARRISON TOWNSHIP,5/11/2020,19
New Jersey,Glcouester,SWEDESBORO BOROUGH,5/11/2020,25
New Jersey,Glcouester,WASHINGTON TOWNSHIP,5/11/2020,238
New Jersey,Glcouester,WENONAH BOROUGH,5/11/2020,12
New Jersey,Glcouester,WEST DEPTFORD TOWNSHIP,5/11/2020,111
New Jersey,Glcouester,WESTVILLE BOROUGH,5/11/2020,29
New Jersey,Glcouester,WOODBURY CITY,5/11/2020,60
New Jersey,Glcouester,WOODBURY HEIGHTS BOROUGH,5/11/2020,16
New Jersey,Glcouester,WOOLWICH TOWNSHIP,5/11/2020,73
New Jersey,Glcouester,CLAYTON BOROUGH,5/12/2020,52
New Jersey,Glcouester,DEPTFORD TOWNSHIP,5/12/2020,404
New Jersey,Glcouester,EAST GREENWICH TOWNSHIP,5/12/2020,44
New Jersey,Glcouester,ELK TOWNSHIP,5/12/2020,29
New Jersey,Glcouester,FRANKLIN TOWNSHIP,5/12/2020,60
New Jersey,Glcouester,GLASSBORO BOROUGH,5/12/2020,87
New Jersey,Glcouester,GREENWICH TOWNSHIP,5/12/2020,19
New Jersey,Glcouester,HARRISON TOWNSHIP,5/12/2020,43
New Jersey,Glcouester,LOGAN TOWNSHIP,5/12/2020,31
New Jersey,Glcouester,MANTUA TOWNSHIP,5/12/2020,69
New Jersey,Glcouester,MONROE TOWNSHIP,5/12/2020,196
New Jersey,Glcouester,NATIONAL PARK BOROUGH,5/12/2020,13
New Jersey,Glcouester,NEWFIELD BOROUGH,5/12/2020,1
New Jersey,Glcouester,PAULSBORO BOROUGH,5/12/2020,45
